,Timestamp,Kategori Anda,Kategori Umur Anda,CaRek Pilihan,Alasan Memilih CaRek,Harapan Anda
441,9/2/2019 18:13:41,Mahasiswa,25 - 40 th,I Nyoman Pugeg Aryantha (SITH),Akhlak dan budi pekerti,
443,9/2/2019 18:18:06,Alumni,> 40 th,Deddy Kurniadi (FTI-TF),Kapabilitas ybs utk meningkatkan ranking ITB,
448,9/2/2019 18:22:31,Alumni,> 40 th,Deddy Kurniadi (FTI-TF),Karakter kepemimpinan dan leadership,Go Global
451,9/2/2019 18:25:09,Dosen,> 40 th,Deddy Kurniadi (FTI-TF),Keberhasilan dan prestasi,"ITB Mandiri, maju,  tdk terlibat politik praktis"
454,9/2/2019 18:28:33,Alumni,> 40 th,Deddy Kurniadi (FTI-TF),Kapabilitas ybs utk memajukan riset dan industri RI,
455,9/2/2019 18:28:51,Mahasiswa,25 - 40 th,Khairurrijal (FMIPA-FI),"Mendatangkan dana riset dan kerjasama eksternal, dalam dan luar negeri",Memperbanyak beasiswa ITB dan meningkatkan kualiatas penelitian di ITB
460,9/2/2019 18:31:49,Alumni,< 25 th,Mikrajuddin Abdullah (FMIPA-FI),Kapabilitas ybs utk memajukan riset dan industri RI,Semangat
463,9/2/2019 18:34:09,Mahasiswa,25 - 40 th,Mikrajuddin Abdullah (FMIPA-FI),Keberhasilan dan prestasi,
464,9/2/2019 18:36:25,Mahasiswa,25 - 40 th,Mikrajuddin Abdullah (FMIPA-FI),Keberhasilan dan prestasi,Semoga rektor yg terpilih dapat membawa itb dan indonesia menjadi kampus yg lebih baik lagi
466,9/2/2019 18:39:25,Dosen,25 - 40 th,Satria Bijaksana (FTTM),Akhlak dan budi pekerti,
467,9/2/2019 18:40:26,Alumni,< 25 th,Megawati Santoso (FMIPA-KI),Kecerdasan dan keberanian utk kemajuan ITB,Dapat memudahkan segala bentuk yang menunjang penelitian
472,9/2/2019 18:47:06,Mahasiswa,< 25 th,Mikrajuddin Abdullah (FMIPA-FI),Keberhasilan dan prestasi,
474,9/2/2019 18:51:31,Alumni,< 25 th,Deddy Kurniadi (FTI-TF),Sesuai dengan kriteria kekinian (Rektor 4.0),"ITB semakin berintegritas baik internal terutama sdm baik dr dosen, karyawan (terutama org2 TU), dan mahasiswa maupun eksternal"
477,9/2/2019 18:56:38,Alumni,> 40 th,Acep Purqon (FMIPA-FI),Keberhasilan dan prestasi,
479,9/2/2019 19:05:19,Dosen,25 - 40 th,Bambang Riyanto T (STEI),Kapabilitas ybs utk meningkatkan ranking ITB,
483,9/2/2019 19:13:15,Dosen,> 40 th,Deddy Kurniadi (FTI-TF),Kapabilitas ybs utk meningkatkan ranking ITB,Itb menjadi perguruan tinggi terkemuka di asia dan lepas dari politik praktis...
486,9/2/2019 19:18:06,Mahasiswa,< 25 th,Bambang Riyanto T (STEI),Tipe yg futuristik dan outside-the-box yg bisa menangkap peluang masa depan,
488,9/2/2019 19:23:29,Alumni,> 40 th,Deddy Kurniadi (FTI-TF),Keberhasilan dan prestasi,Semoga terpilih ..
489,9/2/2019 19:23:35,Alumni,25 - 40 th,Bambang Riyanto T (STEI),Sesuai dengan kriteria kekinian (Rektor 4.0),
490,9/2/2019 19:37:18,Mahasiswa,< 25 th,Bambang Riyanto T (STEI),Kapabilitas ybs utk memajukan riset dan industri RI,Semoga dengan terpilihnya Pak Bambang sebagai Rektor ITB dapat membawa ITB menjadi lebih baik lagi.
491,9/2/2019 19:38:35,Alumni,> 40 th,Deddy Kurniadi (FTI-TF),Kecerdasan dan keberanian utk kemajuan ITB,ITB bisa lebih baik untuk negeri ini
492,9/2/2019 19:39:18,Alumni,> 40 th,Deddy Kurniadi (FTI-TF),Karakter kepemimpinan dan leadership,"ITB yg berwibawa dan semakin ramah dalam arti luas bagi lingkungannya, terutama mahasiswanya."
493,9/2/2019 19:42:43,Alumni,> 40 th,Acep Purqon (FMIPA-FI),Muda dan berenergi,ITB maju berkelas dunia 
494,9/2/2019 19:42:49,Alumni,> 40 th,Acep Purqon (FMIPA-FI),Muda dan berenergi,ITB maju berkelas dunia 
495,9/2/2019 19:42:56,Alumni,> 40 th,Acep Purqon (FMIPA-FI),Muda dan berenergi,ITB maju berkelas dunia 
497,9/2/2019 19:48:56,Mahasiswa,< 25 th,Edwan Kardena (FTSL),Karakter kepemimpinan dan leadership,
500,9/2/2019 19:54:23,Alumni,25 - 40 th,Khairurrijal (FMIPA-FI),Kapabilitas ybs utk memajukan riset dan industri RI,Riset sangat dibutuhkan bangsa ini. Harus banyak menghasilkan inovasi-inovasi yang tidak harus tepat guna tapi setidaknya dapat menumbuhkan ide-ide lain yang lebih inovatif. 
502,9/2/2019 19:58:16,Mahasiswa,< 25 th,Acep Purqon (FMIPA-FI),Kapabilitas ybs utk meningkatkan ranking ITB,Semoga banyak pilihan banyak rezekinya
503,9/2/2019 19:59:40,Alumni,25 - 40 th,Mikrajuddin Abdullah (FMIPA-FI),Kecerdasan dan keberanian utk kemajuan ITB,
504,9/2/2019 19:59:47,Alumni,> 40 th,Bambang Riyanto T (STEI),Keberhasilan dan prestasi,"Bisa membawa ITB untuk menghasilkan lulusan yang berkualitas, dan bermanfaat bagi bangsa"
507,9/2/2019 20:06:42,Alumni,> 40 th,Bambang Riyanto T (STEI),Kapabilitas ybs utk memajukan riset dan industri RI,"Agar itb lbh maju lagi, lbh berintegritas, lbh independen, dan lbh berwibawa di tengah2 masyarakat bangsa"
508,9/2/2019 20:08:46,Mahasiswa,25 - 40 th,Khairurrijal (FMIPA-FI),Tipe yg futuristik dan outside-the-box yg bisa menangkap peluang masa depan,Maju terus pantang mundur
511,9/2/2019 20:12:43,Alumni,> 40 th,Suhono Harso Supangkat (STEI),Tipe yg futuristik dan outside-the-box yg bisa menangkap peluang masa depan,Semoga ITB dapat menjawab tantangan yang makin besar di dekade ke 3 abad ini dan menjadi pusat pengembangan ilmu pengetahuan dan teknologi yang berguna bagi NKRI. 
512,9/2/2019 20:12:59,Alumni,> 40 th,Deddy Kurniadi (FTI-TF),Akhlak dan budi pekerti,
514,9/2/2019 20:16:32,Mahasiswa,25 - 40 th,Mikrajuddin Abdullah (FMIPA-FI),Kapabilitas ybs utk memajukan riset dan industri RI,Itb lebih unggul lagi
515,9/2/2019 20:16:36,Alumni,25 - 40 th,Bambang Riyanto T (STEI),"Mendatangkan dana riset dan kerjasama eksternal, dalam dan luar negeri","Siapapun yang menjadi rektor ITB, saya berharap ITB dapat lebih banyak melahirkan peneliti-peneliti yang independen dan mandiri secara keilmuan dan keahlian, bukan sekedar melahirkan peneliti-peneliti birokratik."
517,9/2/2019 20:20:29,Alumni,> 40 th,Deddy Kurniadi (FTI-TF),Muda dan berenergi,
518,9/2/2019 20:20:45,Alumni,> 40 th,Deddy Kurniadi (FTI-TF),Karakter kepemimpinan dan leadership,Harapan spy itb lebih maju dan mahasiswanya bisa punya karakter dan berintegritas .
519,9/2/2019 20:23:18,Alumni,> 40 th,Deddy Kurniadi (FTI-TF),Keberhasilan dan prestasi,ITB lebih maju dan modern
523,9/2/2019 20:38:29,Alumni,> 40 th,Deddy Kurniadi (FTI-TF),Sesuai dengan kriteria kekinian (Rektor 4.0),
524,9/2/2019 20:41:50,Alumni,25 - 40 th,Dermawan Wibisono (SBM),Sesuai dengan kriteria kekinian (Rektor 4.0),
525,9/2/2019 20:44:08,Dosen,25 - 40 th,Satria Bijaksana (FTTM),Sesuai dengan kriteria kekinian (Rektor 4.0),ITB harus menjadi world class university yang memiliki cita rasa lokal
526,9/2/2019 20:45:16,Dosen,25 - 40 th,Khairurrijal (FMIPA-FI),Kapabilitas ybs utk memajukan riset dan industri RI,ITB harus dipimpin oleh yang tidak banyak kampanye
533,9/2/2019 20:54:22,Alumni,> 40 th,Mikrajuddin Abdullah (FMIPA-FI),Kapabilitas ybs utk memajukan riset dan industri RI,
534,9/2/2019 20:55:48,Alumni,> 40 th,Dermawan Wibisono (SBM),Karakter kepemimpinan dan leadership,
535,9/2/2019 20:56:12,Umum,25 - 40 th,Deddy Kurniadi (FTI-TF),Kapabilitas ybs utk memajukan riset dan industri RI,
537,9/2/2019 21:00:00,Dosen,25 - 40 th,Sigit Puji Santosa (FTMD),Kapabilitas ybs utk memajukan riset dan industri RI,Semoga sukses
538,9/2/2019 21:01:08,Alumni,> 40 th,Rangga Handika (Pengusaha),Tipe yg futuristik dan outside-the-box yg bisa menangkap peluang masa depan,
539,9/2/2019 21:03:07,Umum,> 40 th,Deddy Kurniadi (FTI-TF),Kapabilitas ybs utk meningkatkan ranking ITB,
541,9/2/2019 21:07:13,Umum,> 40 th,Deddy Kurniadi (FTI-TF),Sesuai dengan kriteria kekinian (Rektor 4.0),amanah
543,9/2/2019 21:09:39,Alumni,25 - 40 th,Acep Purqon (FMIPA-FI),"Mendatangkan dana riset dan kerjasama eksternal, dalam dan luar negeri",
546,9/2/2019 21:18:14,Umum,> 40 th,Ary Setiaji Prihatmanto (STEI),Karakter kepemimpinan dan leadership,
551,9/2/2019 21:30:39,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Kecerdasan dan keberanian utk kemajuan ITB,
554,9/2/2019 21:43:07,Umum,> 40 th,Emir Mauludi Husni (STEI),Kecerdasan dan keberanian utk kemajuan ITB,
556,9/2/2019 21:51:23,Umum,> 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk memajukan riset dan industri RI,ITB yg bisa bersaing di tingkat dunia
557,9/2/2019 21:52:17,Dosen,25 - 40 th,Edwan Kardena (FTSL),Keberhasilan dan prestasi,ITB lebih baik internal dan eksternal
558,9/2/2019 21:52:36,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk meningkatkan ranking ITB,ITB for research 
559,9/2/2019 22:01:11,Alumni,> 40 th,Deddy Kurniadi (FTI-TF),Akhlak dan budi pekerti,
560,9/2/2019 22:03:11,Umum,> 40 th,Megawati Santoso (FMIPA-KI),Kapabilitas ybs utk memajukan riset dan industri RI,Semoga terpilih
561,9/2/2019 22:05:54,Umum,> 40 th,Deddy Kurniadi (FTI-TF),Karakter kepemimpinan dan leadership,
563,9/2/2019 22:11:46,Alumni,> 40 th,Deddy Kurniadi (FTI-TF),Keberhasilan dan prestasi,
565,9/2/2019 22:24:12,Mahasiswa,< 25 th,Emir Mauludi Husni (STEI),Sesuai dengan kriteria kekinian (Rektor 4.0),menjadikan ITB lebih baik lagi
568,9/2/2019 22:45:38,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk meningkatkan ranking ITB,ITB bisa menjadi Perguruan Tinggi Kelas Dunia
569,9/2/2019 22:57:18,Alumni,> 40 th,Dicky Rezady Munaf (FSRD),Kapabilitas ybs utk memajukan riset dan industri RI,"Semoga pilrek berlangsung jujur, independent, transparan, terpilih rektor yg terbaik."
570,9/2/2019 22:59:48,Alumni,> 40 th,Dicky Rezady Munaf (FSRD),Kapabilitas ybs utk memajukan riset dan industri RI,
571,9/2/2019 23:20:10,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Karakter kepemimpinan dan leadership,
572,9/2/2019 23:34:33,Alumni,> 40 th,Sigit Puji Santosa (FTMD),dari FTMD,Semoga ITB dapat berperan aktif dalam mendukung tranportasi terutama udara dalam mempercepat akses keseluruh pelosok NKRI
573,9/3/2019 0:30:52,Pegawai / Tendik,> 40 th,Sigit Puji Santosa (FTMD),Kapabilitas ybs utk meningkatkan ranking ITB,Meningkatkan peringkat itb di pentas dunia
575,9/3/2019 1:30:54,Umum,> 40 th,Deddy Kurniadi (FTI-TF),Kapabilitas ybs utk meningkatkan ranking ITB,Beliau mjd rektor ITB
576,9/3/2019 1:58:29,Alumni,25 - 40 th,Acep Purqon (FMIPA-FI),Sesuai dengan kriteria kekinian (Rektor 4.0),Mendatangkan kebaharuan pendidikan di era 4.0
579,9/3/2019 4:30:10,Alumni,> 40 th,Megawati Santoso (FMIPA-KI),Akhlak dan budi pekerti,"Rektor profesional, tdk terafiliasi kelompok ekstrim, kalau bisa ingin rektor perempuan"
581,9/3/2019 4:56:48,Umum,> 40 th,Sigit Puji Santosa (FTMD),Kecerdasan dan keberanian utk kemajuan ITB,Semoga pak sigit bisa menjadi rektor ITB
582,9/3/2019 5:11:57,Alumni,> 40 th,Emir Mauludi Husni (STEI),Sesuai dengan kriteria kekinian (Rektor 4.0),
583,9/3/2019 5:16:29,Alumni,> 40 th,Acep Purqon (FMIPA-FI),Muda dan berenergi,
584,9/3/2019 5:21:10,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Akhlak dan budi pekerti,"ITB  tetap menjadi  PT  terdepan dalam menghasilkan lulusan terbaik tingkat nasional maupun internasional ,  dan aplikatif , bermanfaat optimal bagi masyarakat & bangsa , ideal dan berwawasan international  serta berjiwa sosial kemasyarakatan berahklaktul korimah ....."
586,9/3/2019 5:29:37,Alumni,25 - 40 th,Acep Purqon (FMIPA-FI),Tipe yg futuristik dan outside-the-box yg bisa menangkap peluang masa depan,
591,9/3/2019 5:42:52,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Sesuai dengan kriteria kekinian (Rektor 4.0),Rektor yg kompeten  berpengqlaman menjadi dosen di ITB dan mengerti kebutuhan ITB di era 4.0
592,9/3/2019 5:43:59,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Keberhasilan dan prestasi,Kompetensi dan pengalaman
594,9/3/2019 5:48:24,Umum,> 40 th,Sigit Puji Santosa (FTMD),Tipe yg futuristik dan outside-the-box yg bisa menangkap peluang masa depan,
595,9/3/2019 5:57:04,Dosen,> 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk meningkatkan ranking ITB,
596,9/3/2019 6:00:23,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk memajukan riset dan industri RI,Rektor harus bisa meningkatkan networking yg kuat antara lembaga riset ITB dan Industri dengan terobosan2 yg revolusioner
597,9/3/2019 6:01:18,Dosen,> 40 th,Tutuka Ariaji (FTTM-TM),Tipe yg futuristik dan outside-the-box yg bisa menangkap peluang masa depan,
598,9/3/2019 6:01:42,Dosen,> 40 th,Tutuka Ariaji (FTTM-TM),Keberhasilan dan prestasi,
599,9/3/2019 6:02:13,Dosen,> 40 th,Tutuka Ariaji (FTTM-TM),Kecerdasan dan keberanian utk kemajuan ITB,
600,9/3/2019 6:04:08,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Sesuai dengan kriteria kekinian (Rektor 4.0),
601,9/3/2019 6:04:13,Pegawai / Tendik,25 - 40 th,Tutuka Ariaji (FTTM-TM),Keberhasilan dan prestasi,Mas aji semoga terpilih
602,9/3/2019 6:06:19,Alumni,< 25 th,Tutuka Ariaji (FTTM-TM),Sesuai dengan kriteria kekinian (Rektor 4.0),
604,9/3/2019 6:09:17,Alumni,> 40 th,Deddy Kurniadi (FTI-TF),Akhlak dan budi pekerti,ITB in harmonia progresio
605,9/3/2019 6:09:39,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kecerdasan dan keberanian utk kemajuan ITB,
606,9/3/2019 6:10:55,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk meningkatkan ranking ITB,Semoga Pak Tutuka menjadi rektor ITB
607,9/3/2019 6:11:51,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Karakter kepemimpinan dan leadership,Tutuka bisa membawa ITB menjadi top 100 universitas technology
608,9/3/2019 6:18:20,Pegawai / Tendik,25 - 40 th,Tutuka Ariaji (FTTM-TM),Muda dan berenergi,
609,9/3/2019 6:19:01,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Muda dan berenergi,
610,9/3/2019 6:19:05,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Keberhasilan dan prestasi,
611,9/3/2019 6:20:02,Dosen,> 40 th,Tutuka Ariaji (FTTM-TM),Karakter kepemimpinan dan leadership,
612,9/3/2019 6:21:08,Dosen,> 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk memajukan riset dan industri RI,ITB lebih maju meningkatkan riset dan teknologi Indonesia
613,9/3/2019 6:22:57,Dosen,> 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk memajukan riset dan industri RI,ITB lebih maju meningkatkan riset dan teknologi Indonesia
615,9/3/2019 6:23:42,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Keberhasilan dan prestasi,Semoga mampu memajukan riset dan industri RI.
616,9/3/2019 6:23:45,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Karakter kepemimpinan dan leadership,
617,9/3/2019 6:24:26,Alumni,25 - 40 th,Bambang Riyanto T (STEI),Sesuai dengan kriteria kekinian (Rektor 4.0),
618,9/3/2019 6:25:35,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Muda dan berenergi,Rektor terpilih mampu bersinergi dengan dunia industri dan pemerintahan
619,9/3/2019 6:26:07,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Karakter kepemimpinan dan leadership,Semoga yg terbaik yg memimpin ITB
620,9/3/2019 6:28:11,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Tipe yg futuristik dan outside-the-box yg bisa menangkap peluang masa depan,rektor muda membawa kemajuan dan kejayaan ITB di dunia Internasional
621,9/3/2019 6:28:40,Alumni,25 - 40 th,Edwan Kardena (FTSL),"Mendatangkan dana riset dan kerjasama eksternal, dalam dan luar negeri",Rektor terbaik untuk itb lebih baik
622,9/3/2019 6:29:02,Alumni,25 - 40 th,Andang Bachtiar (Direktur Aeksplorasi ),Tipe yg futuristik dan outside-the-box yg bisa menangkap peluang masa depan,
623,9/3/2019 6:29:02,Umum,> 40 th,Tutuka Ariaji (FTTM-TM),Kecerdasan dan keberanian utk kemajuan ITB,ITB maju negara makmur
625,9/3/2019 6:31:25,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk memajukan riset dan industri RI,ITB lebih banyak berkontribusi langsung terhadap riset untuk kemajuan industri di Indonesia
626,9/3/2019 6:31:48,Mahasiswa,< 25 th,Tutuka Ariaji (FTTM-TM),Keberhasilan dan prestasi,Sudah jelas bahwa kemampuan dan prestasi ketika mejadi Ketua Forum Guru Besar akan menunjukkan prestasi juga di kala menjadi rektor.
627,9/3/2019 6:31:58,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Kecerdasan dan keberanian utk kemajuan ITB,"Semoga ITB Makin Jaya, aamiin"
628,9/3/2019 6:32:08,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Karakter kepemimpinan dan leadership,
629,9/3/2019 6:32:21,Mahasiswa,< 25 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk memajukan riset dan industri RI,"Rektor terpilih adalah rektor dengan kepentingan bersama, membawa ITB menuju Universitas kelas Dunia"
631,9/3/2019 6:35:00,Dosen,> 40 th,Satria Bijaksana (FTTM),Muda dan berenergi,
633,9/3/2019 6:36:04,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Kecerdasan dan keberanian utk kemajuan ITB,
634,9/3/2019 6:37:41,Dosen,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk meningkatkan ranking ITB,
635,9/3/2019 6:38:13,Alumni,25 - 40 th,Khairurrijal (FMIPA-FI),Akhlak dan budi pekerti,
636,9/3/2019 6:39:08,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk memajukan riset dan industri RI,
637,9/3/2019 6:39:23,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kecerdasan dan keberanian utk kemajuan ITB,
638,9/3/2019 6:40:07,Alumni,< 25 th,Tutuka Ariaji (FTTM-TM),Tipe yg futuristik dan outside-the-box yg bisa menangkap peluang masa depan,Ini survey kok gapake data atau apa ya mau mempengaruhi pemilih? kuno
639,9/3/2019 6:41:40,Alumni,> 40 th,Kuntoro Pinardi  (Konsultan),Kapabilitas ybs utk memajukan riset dan industri RI,"Ada penjelasan visi, misi, program, implementasi"
640,9/3/2019 6:42:08,Dosen,25 - 40 th,Tutuka Ariaji (FTTM-TM),Karakter kepemimpinan dan leadership,
642,9/3/2019 6:45:59,Pegawai / Tendik,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk memajukan riset dan industri RI,
643,9/3/2019 6:47:59,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kecerdasan dan keberanian utk kemajuan ITB,
644,9/3/2019 6:50:04,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Muda dan berenergi,ITB dpt mencetak lebih banyak ilmuwan berkelas dunia
645,9/3/2019 6:51:41,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk memajukan riset dan industri RI,SEMOGA ITB Makin jaya
646,9/3/2019 6:52:24,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Keberhasilan dan prestasi,
647,9/3/2019 6:53:58,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk meningkatkan ranking ITB,"ITB tetap fokus pada kualitas mahasiswa nya, tetap menjaring putra putri terbaik bangsa"
649,9/3/2019 6:54:50,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk meningkatkan ranking ITB,
650,9/3/2019 6:56:46,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Muda dan berenergi,
651,9/3/2019 6:57:53,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk memajukan riset dan industri RI,
652,9/3/2019 6:58:03,Pegawai / Tendik,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kecerdasan dan keberanian utk kemajuan ITB,
653,9/3/2019 6:58:34,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk memajukan riset dan industri RI,ITB bisa menghasilkan riset riset yang bermanfaat bukan hanya untuk indonesia namun juga dunia
654,9/3/2019 7:00:01,Dosen,> 40 th,Tutuka Ariaji (FTTM-TM),Akhlak dan budi pekerti,ITB yg lebih baik
655,9/3/2019 7:00:35,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Keberhasilan dan prestasi,
656,9/3/2019 7:01:37,Pegawai / Tendik,25 - 40 th,Tutuka Ariaji (FTTM-TM),Karakter kepemimpinan dan leadership,Make ITB Great again
658,9/3/2019 7:03:38,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Muda dan berenergi,"ITB sebagai world class, energetic, innovative, adaptive, creative institution.. bring young millennial energy..."
659,9/3/2019 7:05:23,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Keberhasilan dan prestasi,
660,9/3/2019 7:05:36,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk memajukan riset dan industri RI,ITB menjadi research center yang bisa menjadi partner industri dalam negeri sehingga tidak lagi tergantung pada teknologi dari luar.
661,9/3/2019 7:06:08,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Sesuai dengan kriteria kekinian (Rektor 4.0),Semoga bisa membawa ITB jadi lebih baik
662,9/3/2019 7:06:39,Dosen,> 40 th,Sigit Puji Santosa (FTMD),Keberhasilan dan prestasi,
663,9/3/2019 7:07:59,Alumni,> 40 th,Suhono Harso Supangkat (STEI),Keberhasilan dan prestasi,Mendunia
664,9/3/2019 7:08:04,Alumni,25 - 40 th,Teti Amiati Argo (SAPPK),"Emansipasi, kesetaraan dan kebhinekaan",
665,9/3/2019 7:08:29,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk meningkatkan ranking ITB,
666,9/3/2019 7:08:53,Pegawai / Tendik,> 40 th,Tutuka Ariaji (FTTM-TM),Akhlak dan budi pekerti,
667,9/3/2019 7:10:16,Alumni,< 25 th,Tutuka Ariaji (FTTM-TM),Akhlak dan budi pekerti,"Rektor terpilih, merupakan rektor yg progresif"
668,9/3/2019 7:11:17,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk memajukan riset dan industri RI,Semoga terpilih rektor yang bisa memajukan ITB
670,9/3/2019 7:12:28,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Keberhasilan dan prestasi,
671,9/3/2019 7:13:21,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Keberhasilan dan prestasi,
672,9/3/2019 7:13:33,Mahasiswa,25 - 40 th,Tutuka Ariaji (FTTM-TM),Leadership dan akhlak,
673,9/3/2019 7:14:29,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kecerdasan dan keberanian utk kemajuan ITB,"Dgn kepemimpinan Pak Tutuka, ITB akan masuk kategori world class university, dosen makin bagus&sejahtera serta fokus pada tugas mendidik&penelitian, lab makin lengkap-modern, riset makin maju&produktif, seleksi mahasiswa kembali seperti jaman sebelum thn 2000 (adil utk semua anak2 Indonesia)."
674,9/3/2019 7:15:14,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Karakter kepemimpinan dan leadership,Semoga amanah dalam mengemban tugas
676,9/3/2019 7:15:54,Alumni,> 40 th,Sumarsono (CEO PT xxx),Muda dan berenergi,
677,9/3/2019 7:16:05,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Muda dan berenergi,Itb mendunia
679,9/3/2019 7:17:18,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Karakter kepemimpinan dan leadership,Semoga rektor terpilih dapat membuat ITB menjadi institut yg lebih maju dalam riset nya dan bermanfaat bagi negara.
680,9/3/2019 7:17:27,Dosen,> 40 th,Andang Bachtiar (Direktur Aeksplorasi ),Karena mampu mengapakan anunya itb,Semogalah endang bahtiar mampu menginikan apanya itb supaya makin apalah anunya
681,9/3/2019 7:17:42,Dosen,25 - 40 th,Tutuka Ariaji (FTTM-TM),Akhlak dan budi pekerti,
682,9/3/2019 7:19:02,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Keberhasilan dan prestasi,
683,9/3/2019 7:19:50,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Karakter kepemimpinan dan leadership,
684,9/3/2019 7:19:58,Pegawai / Tendik,25 - 40 th,Tutuka Ariaji (FTTM-TM),Muda dan berenergi,
685,9/3/2019 7:21:13,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Sesuai dengan kriteria kekinian (Rektor 4.0),Menaikkan ranking ITB di world university ranking
686,9/3/2019 7:22:02,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Tipe yg futuristik dan outside-the-box yg bisa menangkap peluang masa depan,Terwujudnya Departemen Teknik Energi di ITB.
687,9/3/2019 7:22:23,Dosen,> 40 th,Tutuka Ariaji (FTTM-TM),Kapabilitas ybs utk meningkatkan ranking ITB,"Untuk ITB yang lebih baik, berkah dan leading di dunia pendidikan."
688,9/3/2019 7:23:35,Alumni,25 - 40 th,Tutuka Ariaji (FTTM-TM),Kecerdasan dan keberanian utk kemajuan ITB,Berharap beliau bisa beramanah dan menjadikan ITB kelas Dunia 
689,9/3/2019 7:23:50,Alumni,> 40 th,Tutuka Ariaji (FTTM-TM),Keberhasilan dan prestasi,semoga pak Adji bisa mewakili generasi milenium
690,9/3/2019 7:24:14,Mahasiswa,< 25 th,Suhono Harso Supangkat (STEI),"Mendatangkan dana riset dan kerjasama eksternal, dalam dan luar negeri",mantap
691,9/3/2019 7:24:25,Alumni,> 40 th,Emir Mauludi Husni (STEI),Kecerdasan dan keberanian utk kemajuan ITB,
